40.77.167.5 - - [27/Apr/2019:09:00:40 +0200] "GET /galerie HTTP/1.1" 301 617
40.77.167.77 - - [27/Apr/2019:09:07:18 +0200] "GET /var/m_0/0d/0dd/12455/9114305-G3_SKT2018_02.jpg HTTP/1.1" 200 139790
46.229.168.144 - - [27/Apr/2019:09:20:14 +0200] "GET /kurse.shtml HTTP/1.1" 200 7491
66.249.66.74 - - [27/Apr/2019:09:23:39 +0200] "GET /flotte HTTP/1.1" 200 6288
34.214.53.203 - - [27/Apr/2019:09:33:58 +0200] "GET /galerie-sktrophy-2015 HTTP/1.1" 200 49708
216.244.66.248 - - [27/Apr/2019:09:42:22 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [27/Apr/2019:09:42:23 +0200] "GET /robots.txt HTTP/1.1" 200 120
207.46.13.108 - - [27/Apr/2019:09:43:03 +0200] "GET /pruefungskurs HTTP/1.1" 301 617
157.55.39.23 - - [27/Apr/2019:09:48:49 +0200] "GET /robots.txt HTTP/1.1" 200 120
157.55.39.23 - - [27/Apr/2019:09:48:54 +0200] "GET /robots.txt HTTP/1.1" 200 120
207.46.13.108 - - [27/Apr/2019:09:49:29 +0200] "GET /var/m_0/0d/0dd/12455/143492-G1_SKT2014_14.JPG HTTP/1.1" 200 187728
66.249.66.156 - - [27/Apr/2019:09:58:56 +0200] "GET /.well-known/assetlinks.json HTTP/1.1" 404 4413
46.229.168.135 - - [27/Apr/2019:10:04:02 +0200] "GET /robots.txt HTTP/1.1" 301 617
46.229.168.129 - - [27/Apr/2019:10:04:02 +0200] "GET /robots.txt HTTP/1.1" 200 120
46.229.168.142 - - [27/Apr/2019:10:04:09 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 301 617
46.229.168.137 - - [27/Apr/2019:10:04:19 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 200 6681
85.7.76.50 - - [27/Apr/2019:10:07:34 +0200] "GET / HTTP/1.1" 301 617
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
85.7.76.50 - - [27/Apr/2019:10:07:35 +0200] "GET /templates/resellers/7/favicon.ico?v=1553516132 HTTP/1.1" 200 4286
40.77.167.5 - - [27/Apr/2019:10:07:36 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 617
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET / HTTP/1.1" 200 6638
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET /var/m_0/0d/0dd/12455/9564461-Corsaire_Titel.JPG HTTP/1.1" 200 226174
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
85.7.76.50 - - [27/Apr/2019:10:07:40 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
85.7.76.50 - - [27/Apr/2019:10:07:41 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
85.7.76.50 - - [27/Apr/2019:10:07:47 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5116
85.7.76.50 - - [27/Apr/2019:10:07:47 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
85.7.76.50 - - [27/Apr/2019:10:07:47 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
85.7.76.50 - - [27/Apr/2019:10:07:48 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
85.7.76.50 - - [27/Apr/2019:10:07:53 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
85.7.76.50 - - [27/Apr/2019:10:07:53 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
85.7.76.50 - - [27/Apr/2019:10:08:00 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
85.7.76.50 - - [27/Apr/2019:10:08:00 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
85.7.76.50 - - [27/Apr/2019:10:08:00 +0200] "GET /templates/resellers/7/favicon.ico?v=1553518171 HTTP/1.1" 200 4286
85.7.76.50 - - [27/Apr/2019:10:08:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
85.7.76.50 - - [27/Apr/2019:10:08:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
85.7.76.50 - - [27/Apr/2019:10:08:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
85.7.76.50 - - [27/Apr/2019:10:08:41 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
85.7.76.50 - - [27/Apr/2019:10:08:41 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
85.7.76.50 - - [27/Apr/2019:10:08:41 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
85.7.76.50 - - [27/Apr/2019:10:08:48 +0200] "GET /smartkat-crashkurs.shtml HTTP/1.1" 200 4871
85.7.76.50 - - [27/Apr/2019:10:08:48 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
85.7.76.50 - - [27/Apr/2019:10:08:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
85.7.76.50 - - [27/Apr/2019:10:08:48 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
85.7.76.50 - - [27/Apr/2019:10:08:48 +0200] "GET /templates/resellers/7/favicon.ico?v=1553528425 HTTP/1.1" 200 4286
40.77.167.32 - - [27/Apr/2019:10:16:02 +0200] "GET /segel-grundkurs HTTP/1.1" 301 617
216.244.66.248 - - [27/Apr/2019:10:28:51 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [27/Apr/2019:10:28:54 +0200] "GET /robots.txt HTTP/1.1" 301 617
66.249.66.73 - - [27/Apr/2019:10:51:05 +0200] "GET / HTTP/1.1" 200 6638
93.160.60.22 - - [27/Apr/2019:10:59:27 +0200] "GET / HTTP/1.1" 301 617
93.160.60.22 - - [27/Apr/2019:10:59:28 +0200] "GET / HTTP/1.1" 200 7878
46.229.168.137 - - [27/Apr/2019:11:07:09 +0200] "GET /robots.txt HTTP/1.1" 200 120
46.229.168.162 - - [27/Apr/2019:11:07:10 +0200] "GET /galerie-sktrophy-2014.shtml HTTP/1.1" 200 5854
216.244.66.248 - - [27/Apr/2019:11:14:41 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [27/Apr/2019:11:14:46 +0200] "GET /robots.txt HTTP/1.1" 301 617
66.249.66.71 - - [27/Apr/2019:11:17:27 +0200] "GET /flotte HTTP/1.1" 200 6296
217.151.114.147 - - [27/Apr/2019:11:21:16 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
217.151.114.147 - - [27/Apr/2019:11:21:28 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 31029
217.151.114.147 - - [27/Apr/2019:11:21:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2144
217.151.114.147 - - [27/Apr/2019:11:21:28 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 56504
217.151.114.147 - - [27/Apr/2019:11:21:34 +0200] "GET /davosersee HTTP/1.1" 200 6355
217.151.114.147 - - [27/Apr/2019:11:21:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 2066
217.151.114.147 - - [27/Apr/2019:11:21:34 +0200] "GET /css/skeleton.css HTTP/1.1" 200 4100
217.151.114.147 - - [27/Apr/2019:11:21:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 710
217.151.114.147 - - [27/Apr/2019:11:21:35 +0200] "GET /templates/resellers/7/favicon.ico?v=1553536342 HTTP/1.1" 200 4286
217.151.114.147 - - [27/Apr/2019:11:21:41 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1189
217.151.114.147 - - [27/Apr/2019:11:21:41 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 908
217.151.114.147 - - [27/Apr/2019:11:21:41 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 31029
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2144
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 2066
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 56504
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /var/m_0/0d/0dd/12455/9564461-Corsaire_Titel.JPG HTTP/1.1" 200 226174
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
116.203.46.118 - - [27/Apr/2019:11:40:15 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
