194.230.159.153, 66.249.81.41 - - [09/Jan/2018:17:12:16 +0100] "GET /pruefungskurs HTTP/1.1" 200 5881
194.230.159.153, 66.249.81.36 - - [09/Jan/2018:17:12:16 +0100] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
13.56.229.65 - - [09/Jan/2018:17:15:49 +0100] "GET / HTTP/1.1" 200 6440
37.112.225.110 - - [09/Jan/2018:17:33:00 +0100] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.0" 200 195132
35.226.23.240 - - [09/Jan/2018:17:43:14 +0100] "GET /robots.txt HTTP/1.1" 200 80
35.226.23.240 - - [09/Jan/2018:17:43:30 +0100] "GET /galerie-sktrophy-2015.shtml HTTP/1.1" 200 5939
54.36.150.172 - - [09/Jan/2018:17:47:15 +0100] "GET /robots.txt HTTP/1.1" 200 80
54.36.149.75 - - [09/Jan/2018:17:47:15 +0100] "GET /var/m_0/0d/0dd/12455/6564726-G3_SKT2015_53.jpg HTTP/1.1" 200 119632
173.243.112.12 - - [09/Jan/2018:17:47:43 +0100] "GET / HTTP/1.1" 200 35804
173.243.112.12 - - [09/Jan/2018:17:47:44 +0100] "GET /events.shtml HTTP/1.1" 200 22514
173.243.112.12 - - [09/Jan/2018:17:47:45 +0100] "GET /galerie.shtml HTTP/1.1" 200 22747
173.243.112.12 - - [09/Jan/2018:17:47:46 +0100] "GET /vermietung.shtml HTTP/1.1" 200 25728
173.243.112.12 - - [09/Jan/2018:17:47:46 +0100] "GET /kurse.shtml HTTP/1.1" 200 31031
173.243.112.12 - - [09/Jan/2018:17:47:47 +0100] "GET /event-matchracing.shtml HTTP/1.1" 200 21251
173.243.112.12 - - [09/Jan/2018:17:47:46 +0100] "GET /event-gruppesmartkat.shtml HTTP/1.1" 200 21256
173.243.112.12 - - [09/Jan/2018:17:47:48 +0100] "GET /event-pedalo.shtml HTTP/1.1" 200 20248
173.243.112.12 - - [09/Jan/2018:17:47:48 +0100] "GET /galerie-gruppesmartkat.shtml HTTP/1.1" 200 20574
173.243.112.12 - - [09/Jan/2018:17:47:49 +0100] "GET /galerie-sktrophy-2014.shtml HTTP/1.1" 200 29913
173.243.112.12 - - [09/Jan/2018:17:47:49 +0100] "GET /galerie-matchracing.shtml HTTP/1.1" 200 21704
173.243.112.12 - - [09/Jan/2018:17:47:50 +0100] "GET /galerie-sktrophy-2015.shtml HTTP/1.1" 200 49420
173.243.112.12 - - [09/Jan/2018:17:47:50 +0100] "GET /kinder-segelkurs.shtml HTTP/1.1" 200 19898
173.243.112.12 - - [09/Jan/2018:17:47:50 +0100] "GET /optikurse-2014.shtml HTTP/1.1" 200 26353
173.243.112.12 - - [09/Jan/2018:17:47:51 +0100] "GET /segel-grundkurs.shtml HTTP/1.1" 200 21440
173.243.112.12 - - [09/Jan/2018:17:47:51 +0100] "GET /pruefungskurs.shtml HTTP/1.1" 200 23039
173.243.112.12 - - [09/Jan/2018:17:47:52 +0100] "GET /smartkat-crashkurs.shtml HTTP/1.1" 200 17863
173.243.112.12 - - [09/Jan/2018:17:47:52 +0100] "GET /segelkurs-jollesmartkat.shtml HTTP/1.1" 200 19993
173.243.112.12 - - [09/Jan/2018:17:47:53 +0100] "GET /flotte.shtml HTTP/1.1" 200 29241
173.243.112.12 - - [09/Jan/2018:17:47:53 +0100] "GET /js/functions_stripped.js?v=6.6.7.2.41064 HTTP/1.1" 200 7672
173.243.112.12 - - [09/Jan/2018:17:47:54 +0100] "GET /Perspectiva.html? HTTP/1.1" 200 18069
173.243.112.12 - - [09/Jan/2018:17:47:55 +0100] "GET /js/jquery.lazyload.min.js?v=6.6.7.2.41064 HTTP/1.1" 200 3342
173.243.112.12 - - [09/Jan/2018:17:47:58 +0100] "GET /js/).html(a);null==$( HTTP/1.1" 200 219
173.243.112.12 - - [09/Jan/2018:17:47:59 +0100] "GET /js/index.php?sid=46&lang=en&item=1&act=users&ajax=state HTTP/1.1" 200 210
173.243.112.12 - - [09/Jan/2018:17:48:00 +0100] "GET /davosersee HTTP/1.1" 200 19505
173.243.112.12 - - [09/Jan/2018:17:48:00 +0100] "GET /aktuelles-wetter HTTP/1.1" 200 18388
173.243.112.12 - - [09/Jan/2018:17:48:01 +0100] "GET /event-gruppesmartkat HTTP/1.1" 200 21256
173.243.112.12 - - [09/Jan/2018:17:48:02 +0100] "GET /event-matchracing HTTP/1.1" 200 21251
173.243.112.12 - - [09/Jan/2018:17:48:02 +0100] "GET /events HTTP/1.1" 200 22514
173.243.112.12 - - [09/Jan/2018:17:48:02 +0100] "GET /event-pedalo HTTP/1.1" 200 20248
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET / HTTP/1.1" 200 6440
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /css/widgets/concat_widget.min.css?v=6.6.7.2.41064 HTTP/1.1" 200 24507
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1483633820 HTTP/1.1" 200 1089
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /css/skeleton.css HTTP/1.1" 200 3511
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1483633820 HTTP/1.1" 200 1797
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1483633820 HTTP/1.1" 200 847
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1483633820 HTTP/1.1" 200 2085
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /js/functions_stripped.js?v=6.6.7.2.41064 HTTP/1.1" 200 3186
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /js/jquery.lazyload.min.js?v=6.6.7.2.41064 HTTP/1.1" 200 1283
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w1024.jpg HTTP/1.1" 200 191999
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/143580-SP_Heierling1.jpg HTTP/1.1" 200 2613
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/8218280-65_Regatta.JPG HTTP/1.1" 200 192350
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/143584-SP_Lemm1.jpg HTTP/1.1" 200 2321
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/8288159-EWD_rgb_pos.jpg HTTP/1.1" 200 207458
89.236.140.67 - - [09/Jan/2018:17:54:44 +0100] "GET /var/m_0/0d/0dd/12455/143582-SP_Gipfel1.jpg HTTP/1.1" 200 2688
40.77.167.132 - - [09/Jan/2018:17:59:30 +0100] "GET /index.php?option=com_content&task=view&id=73&Itemid=157 HTTP/1.1" 302 -
