216.244.66.248 - - [31/May/2018:22:00:18 +0200] "GET /gallery/thumbnails.php?album=2&page=2 HTTP/1.1" 200 220
216.244.66.248 - - [31/May/2018:22:01:11 +0200] "GET /gallery/displayimage.php?album=4&pos=11 HTTP/1.1" 200 222
216.244.66.248 - - [31/May/2018:22:01:42 +0200] "GET /gallery/displayimage.php?album=4&pos=54 HTTP/1.1" 200 222
216.244.66.248 - - [31/May/2018:22:01:51 +0200] "GET /gallery/displayimage.php?album=lastup&cat=0&pos=73 HTTP/1.1" 200 222
216.244.66.248 - - [31/May/2018:22:02:14 +0200] "GET /gallery/displayimage.php?album=topn&cat=0&pos=17 HTTP/1.1" 200 222
216.244.66.248 - - [31/May/2018:22:02:04 +0200] "GET /gallery/displayimage.php?album=topn&cat=0&pos=108 HTTP/1.1" 200 222
216.244.66.248 - - [31/May/2018:22:02:55 +0200] "GET /gallery/thumbnails.php?album=lastup&cat=0&page=7 HTTP/1.1" 200 220
216.244.66.248 - - [31/May/2018:22:04:11 +0200] "GET /gallery/displayimage.php?album=toprated&cat=-3&pos=24 HTTP/1.1" 200 222
216.244.66.248 - - [31/May/2018:22:04:16 +0200] "GET /gallery/thumbnails.php?album=lastup&cat=0&page=10 HTTP/1.1" 200 220
216.244.66.248 - - [31/May/2018:22:04:23 +0200] "GET /var/m_0/0d/0dd/12455/143500-G1_SKT2014_22.JPG HTTP/1.1" 200 187772
40.77.167.99 - - [31/May/2018:22:05:50 +0200] "GET / HTTP/1.1" 200 6324
179.43.158.22 - - [31/May/2018:22:07:48 +0200] "GET / HTTP/1.1" 200 34604
179.43.158.22 - - [31/May/2018:22:07:48 +0200] "GET /events.shtml HTTP/1.1" 200 22455
179.43.158.22 - - [31/May/2018:22:07:49 +0200] "GET /vermietung.shtml HTTP/1.1" 200 25631
179.43.158.22 - - [31/May/2018:22:07:49 +0200] "GET /galerie.shtml HTTP/1.1" 200 25026
179.43.158.22 - - [31/May/2018:22:07:49 +0200] "GET /kurse.shtml HTTP/1.1" 200 31059
179.43.158.22 - - [31/May/2018:22:07:50 +0200] "GET /aktuelles-wetter.shtml HTTP/1.1" 200 18426
179.43.158.22 - - [31/May/2018:22:07:51 +0200] "GET /event-gruppesmartkat.shtml HTTP/1.1" 200 21414
179.43.158.22 - - [31/May/2018:22:07:51 +0200] "GET /event-matchracing.shtml HTTP/1.1" 200 21265
179.43.158.22 - - [31/May/2018:22:07:51 +0200] "GET /davosersee.shtml HTTP/1.1" 200 19587
179.43.158.22 - - [31/May/2018:22:07:53 +0200] "GET /event-pedalo.shtml HTTP/1.1" 200 20262
179.43.158.22 - - [31/May/2018:22:07:53 +0200] "GET /flotte.shtml HTTP/1.1" 200 29296
179.43.158.22 - - [31/May/2018:22:07:53 +0200] "GET /galerie-gruppesmartkat.shtml HTTP/1.1" 200 20588
179.43.158.22 - - [31/May/2018:22:07:54 +0200] "GET /galerie-matchracing.shtml HTTP/1.1" 200 21718
179.43.158.22 - - [31/May/2018:22:07:54 +0200] "GET /galerie-sktrophy-2014.shtml HTTP/1.1" 200 29927
179.43.158.22 - - [31/May/2018:22:07:55 +0200] "GET /galerie-sktrophy-2015.shtml HTTP/1.1" 200 49434
179.43.158.22 - - [31/May/2018:22:07:55 +0200] "GET /kursanmeldung.shtml HTTP/1.1" 200 46985
179.43.158.22 - - [31/May/2018:22:07:55 +0200] "GET /kinder-segelkurs.shtml HTTP/1.1" 200 19825
179.43.158.22 - - [31/May/2018:22:07:56 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 21574
179.43.158.22 - - [31/May/2018:22:07:56 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 200 23233
179.43.158.22 - - [31/May/2018:22:07:56 +0200] "GET /optikurse-2014.shtml HTTP/1.1" 200 26367
179.43.158.22 - - [31/May/2018:22:07:57 +0200] "GET /smartkat-crashkurs.shtml HTTP/1.1" 200 17819
179.43.158.22 - - [31/May/2018:22:07:57 +0200] "GET /segelkurs-jollesmartkat.shtml HTTP/1.1" 200 19332
179.43.158.22 - - [31/May/2018:22:07:57 +0200] "GET /standort.shtml HTTP/1.1" 200 17725
179.43.158.22 - - [31/May/2018:22:07:58 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 7672
179.43.158.22 - - [31/May/2018:22:07:58 +0200] "GET /%C3%BCber-uns.shtml HTTP/1.1" 200 21896
179.43.158.22 - - [31/May/2018:22:07:58 +0200] "GET /Perspectiva.html? HTTP/1.1" 200 18102
179.43.158.22 - - [31/May/2018:22:07:59 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.42201 HTTP/1.1" 200 3342
179.43.158.22 - - [31/May/2018:22:08:00 +0200] "GET /galerie HTTP/1.1" 200 25026
179.43.158.22 - - [31/May/2018:22:08:00 +0200] "GET /events HTTP/1.1" 200 22599
66.249.64.29 - - [31/May/2018:22:10:01 +0200] "GET /templates/resellers/7/favicon.ico?v=1524995709 HTTP/1.1" 304 -
66.249.64.28 - - [31/May/2018:22:13:38 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
216.244.66.248 - - [31/May/2018:22:14:48 +0200] "GET /robots.txt HTTP/1.1" 200 120
66.249.64.28 - - [31/May/2018:22:16:39 +0200] "GET /templates/resellers/7/favicon.ico?v=1518878597 HTTP/1.1" 200 4286
31.10.134.147 - - [31/May/2018:22:16:54 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
31.10.134.147 - - [31/May/2018:22:17:03 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 278
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET / HTTP/1.1" 200 6324
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 3186
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 157
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
31.10.134.147 - - [31/May/2018:22:22:46 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.42201 HTTP/1.1" 200 1283
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w1024.jpg HTTP/1.1" 200 191999
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /templates/resellers/7/favicon.ico?v=1524995709 HTTP/1.1" 200 4286
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/125491-11_Winterschlaf.jpg HTTP/1.1" 200 61429
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
31.10.134.147 - - [31/May/2018:22:22:47 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
35.226.23.240 - - [31/May/2018:22:23:12 +0200] "GET /robots.txt HTTP/1.1" 200 80
216.244.66.248 - - [31/May/2018:22:23:16 +0200] "GET /gallery/thumbnails.php?album=5&page=1 HTTP/1.1" 200 220
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /templates/resellers/7/favicon.ico?v=1525028123 HTTP/1.1" 200 4286
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
31.10.134.147 - - [31/May/2018:22:23:32 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
31.10.134.147 - - [31/May/2018:22:24:02 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
31.10.134.147 - - [31/May/2018:22:24:27 +0200] "GET /flotte.shtml HTTP/1.1" 200 6291
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.42201 HTTP/1.1" 200 1283
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 278
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 157
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 3186
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:24:28 +0200] "GET /var/m_0/0d/0dd/12455/7441200-35_Finn4.jpg HTTP/1.1" 200 211101
31.10.134.147 - - [31/May/2018:22:24:29 +0200] "GET /templates/resellers/7/favicon.ico?v=1524996814 HTTP/1.1" 200 4286
31.10.134.147 - - [31/May/2018:22:25:07 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
31.10.134.147 - - [31/May/2018:22:25:08 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:25:08 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
31.10.134.147 - - [31/May/2018:22:25:13 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 157
31.10.134.147 - - [31/May/2018:22:25:13 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
31.10.134.147 - - [31/May/2018:22:25:13 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:25:13 +0200] "GET /flotte.shtml HTTP/1.1" 200 6291
31.10.134.147 - - [31/May/2018:22:25:19 +0200] "GET /davosersee.shtml HTTP/1.1" 200 5492
31.10.134.147 - - [31/May/2018:22:25:19 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
31.10.134.147 - - [31/May/2018:22:25:19 +0200] "GET /templates/resellers/7/favicon.ico?v=1525017455 HTTP/1.1" 200 4286
216.244.66.248 - - [31/May/2018:22:25:21 +0200] "GET /var/m_0/0d/0dd/12455/143508-G2_Optikurs2014_03.JPG HTTP/1.1" 200 116444
31.10.134.147 - - [31/May/2018:22:26:22 +0200] "GET /flotte.shtml HTTP/1.1" 200 6291
31.10.134.147 - - [31/May/2018:22:26:22 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:26:22 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:26:23 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
31.10.134.147 - - [31/May/2018:22:26:23 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
31.10.134.147 - - [31/May/2018:22:26:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:26:24 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
31.10.134.147 - - [31/May/2018:22:26:24 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:26:24 +0200] "GET /templates/resellers/7/favicon.ico?v=1525028123 HTTP/1.1" 200 4286
31.10.134.147 - - [31/May/2018:22:26:27 +0200] "GET /flotte.shtml HTTP/1.1" 200 6291
31.10.134.147 - - [31/May/2018:22:26:27 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:26:27 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:26:32 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
31.10.134.147 - - [31/May/2018:22:26:32 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:26:33 +0200] "GET / HTTP/1.1" 200 6324
31.10.134.147 - - [31/May/2018:22:26:34 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
31.10.134.147 - - [31/May/2018:22:26:35 +0200] "GET /var/m_0/0d/0dd/12455/125491-11_Winterschlaf.jpg HTTP/1.1" 200 61429
31.10.134.147 - - [31/May/2018:22:26:35 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
31.10.134.147 - - [31/May/2018:22:26:35 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
31.10.134.147 - - [31/May/2018:22:26:35 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
31.10.134.147 - - [31/May/2018:22:26:35 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
31.10.134.147 - - [31/May/2018:22:26:35 +0200] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w1024.jpg HTTP/1.1" 200 191999
31.10.134.147 - - [31/May/2018:22:26:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:29:02 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 278
31.10.134.147 - - [31/May/2018:22:29:02 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5114
31.10.134.147 - - [31/May/2018:22:29:02 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
31.10.134.147 - - [31/May/2018:22:29:02 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
31.10.134.147 - - [31/May/2018:22:29:02 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
31.10.134.147 - - [31/May/2018:22:29:02 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
