40.77.253.247 - - [05/Apr/2019:18:07:14 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 133686
40.77.194.12 - - [05/Apr/2019:18:07:18 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 7582
40.77.193.59 - - [05/Apr/2019:18:07:18 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 2787
40.77.192.84 - - [05/Apr/2019:18:07:21 +0200] "GET /css/skeleton.css HTTP/1.1" 200 18022
40.77.252.200 - - [05/Apr/2019:18:07:23 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 3661
40.77.194.168 - - [05/Apr/2019:18:07:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 4070
40.77.194.68 - - [05/Apr/2019:18:07:27 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 1691
216.244.66.248 - - [05/Apr/2019:18:40:02 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [05/Apr/2019:18:40:03 +0200] "GET /robots.txt HTTP/1.1" 200 120
40.77.167.67 - - [05/Apr/2019:18:50:01 +0200] "GET /var/m_0/0d/0dd/12455/6564694-G3_SKT2015_24.jpg HTTP/1.1" 200 173621
54.36.150.178 - - [05/Apr/2019:18:51:08 +0200] "GET /%C3%BCber-uns.shtml HTTP/1.1" 301 617
54.36.150.63 - - [05/Apr/2019:18:51:09 +0200] "GET /robots.txt HTTP/1.1" 301 617
54.36.150.63 - - [05/Apr/2019:18:51:09 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [05/Apr/2019:19:29:40 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [05/Apr/2019:19:29:40 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [05/Apr/2019:19:29:42 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [05/Apr/2019:19:29:42 +0200] "GET /robots.txt HTTP/1.1" 200 120
77.75.76.164 - - [05/Apr/2019:19:30:30 +0200] "GET /robots.txt HTTP/1.1" 200 120
77.75.76.164 - - [05/Apr/2019:19:30:31 +0200] "GET /kinder-segelkurs.shtml HTTP/1.1" 200 6061
77.75.76.164 - - [05/Apr/2019:19:30:34 +0200] "GET /robots.txt HTTP/1.1" 301 617
77.75.76.164 - - [05/Apr/2019:19:30:34 +0200] "GET /robots.txt HTTP/1.1" 200 120
77.75.76.164 - - [05/Apr/2019:19:30:34 +0200] "GET /event-matchracing.shtml HTTP/1.1" 301 617
77.75.76.164 - - [05/Apr/2019:19:30:34 +0200] "GET /kurse HTTP/1.1" 301 617
77.75.76.164 - - [05/Apr/2019:19:30:35 +0200] "GET /robots.txt HTTP/1.1" 301 617
157.55.39.119 - - [05/Apr/2019:19:41:45 +0200] "GET /kurse HTTP/1.1" 200 7487
157.55.39.153 - - [05/Apr/2019:19:42:29 +0200] "GET /galerie-matchracing HTTP/1.1" 301 617
46.229.168.133 - - [05/Apr/2019:19:55:26 +0200] "GET /robots.txt HTTP/1.1" 200 120
46.229.168.137 - - [05/Apr/2019:19:55:26 +0200] "GET /event-pedalo.shtml HTTP/1.1" 200 6141
83.228.153.237 - - [05/Apr/2019:20:07:45 +0200] "GET / HTTP/1.1" 301 617
83.228.153.237 - - [05/Apr/2019:20:07:47 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
83.228.153.237 - - [05/Apr/2019:20:07:47 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
83.228.153.237 - - [05/Apr/2019:20:07:47 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
83.228.153.237 - - [05/Apr/2019:20:07:46 +0200] "GET / HTTP/1.1" 200 6638
83.228.153.237 - - [05/Apr/2019:20:07:48 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
83.228.153.237 - - [05/Apr/2019:20:07:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
83.228.153.237 - - [05/Apr/2019:20:07:48 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
83.228.153.237 - - [05/Apr/2019:20:07:48 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
83.228.153.237 - - [05/Apr/2019:20:07:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/9564461-Corsaire_Titel.JPG HTTP/1.1" 200 226174
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
83.228.153.237 - - [05/Apr/2019:20:07:49 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
83.228.153.237 - - [05/Apr/2019:20:07:50 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
83.228.153.237 - - [05/Apr/2019:20:07:50 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
83.228.153.237 - - [05/Apr/2019:20:07:50 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
83.228.153.237 - - [05/Apr/2019:20:07:51 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
83.228.153.237 - - [05/Apr/2019:20:07:51 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
83.228.153.237 - - [05/Apr/2019:20:07:51 +0200] "GET /templates/resellers/7/favicon.ico?v=1553516132 HTTP/1.1" 200 4286
83.228.153.237 - - [05/Apr/2019:20:08:51 +0200] "GET /events.shtml HTTP/1.1" 200 5343
83.228.153.237 - - [05/Apr/2019:20:08:52 +0200] "GET /templates/resellers/7/favicon.ico?v=1553546743 HTTP/1.1" 200 4286
83.228.153.237 - - [05/Apr/2019:20:08:52 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
83.228.153.237 - - [05/Apr/2019:20:08:52 +0200] "GET /var/m_0/0d/0dd/12455/125486-2_Sportkurs.JPG HTTP/1.1" 200 69000
83.228.153.237 - - [05/Apr/2019:20:08:52 +0200] "GET /var/m_0/0d/0dd/12455/7230969-37_Pedalo2.jpg HTTP/1.1" 200 107785
83.228.153.237 - - [05/Apr/2019:20:09:30 +0200] "GET /event-gruppesmartkat.shtml HTTP/1.1" 200 5617
83.228.153.237 - - [05/Apr/2019:20:09:30 +0200] "GET /templates/resellers/7/favicon.ico?v=1553538815 HTTP/1.1" 200 4286
83.228.153.237 - - [05/Apr/2019:20:09:31 +0200] "GET /var/m_0/0d/0dd/12455/7230938-G4_Event_SK_06.jpg HTTP/1.1" 200 67404
83.228.153.237 - - [05/Apr/2019:20:09:31 +0200] "GET /var/m_0/0d/0dd/12455/7230936-G4_Event_SK_04.jpg HTTP/1.1" 200 87335
83.228.153.237 - - [05/Apr/2019:20:12:00 +0200] "GET /var/m_0/0d/0dd/12455/7230910-G5_Matchracing_07.jpg HTTP/1.1" 200 85482
83.228.153.237 - - [05/Apr/2019:20:12:00 +0200] "GET /var/m_0/0d/0dd/12455/7230904-G5_Matchracing_01.jpg HTTP/1.1" 200 64265
83.228.153.237 - - [05/Apr/2019:20:12:01 +0200] "GET /event-matchracing.shtml HTTP/1.1" 200 5603
83.228.153.237 - - [05/Apr/2019:20:12:01 +0200] "GET /var/m_0/0d/0dd/12455/7230912-G5_Matchracing_09.jpg HTTP/1.1" 200 72435
83.228.153.237 - - [05/Apr/2019:20:12:01 +0200] "GET /templates/resellers/7/favicon.ico?v=1553576578 HTTP/1.1" 200 4286
83.228.153.237 - - [05/Apr/2019:20:12:53 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
83.228.153.237 - - [05/Apr/2019:20:12:53 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
83.228.153.237 - - [05/Apr/2019:20:12:53 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /templates/resellers/7/favicon.ico?v=1553528388 HTTP/1.1" 200 4286
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /segelkurs-jollesmartkat.shtml HTTP/1.1" 200 5218
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
83.228.153.237 - - [05/Apr/2019:20:12:55 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
83.228.153.237 - - [05/Apr/2019:20:14:27 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 5303
83.228.153.237 - - [05/Apr/2019:20:14:28 +0200] "GET /templates/resellers/7/favicon.ico?v=1553528440 HTTP/1.1" 200 4286
77.75.76.172 - - [05/Apr/2019:20:14:49 +0200] "GET /robots.txt HTTP/1.1" 200 120
77.75.76.172 - - [05/Apr/2019:20:14:49 +0200] "GET /segel-grundkurs HTTP/1.1" 200 6076
83.228.153.237 - - [05/Apr/2019:20:14:51 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
83.228.153.237 - - [05/Apr/2019:20:14:51 +0200] "GET /templates/resellers/7/favicon.ico?v=1553516775 HTTP/1.1" 200 4286
83.228.153.237 - - [05/Apr/2019:20:14:51 +0200] "GET /davosersee.shtml HTTP/1.1" 200 5558
77.75.76.172 - - [05/Apr/2019:20:14:52 +0200] "GET /standort HTTP/1.1" 301 617
77.75.76.172 - - [05/Apr/2019:20:14:52 +0200] "GET /robots.txt HTTP/1.1" 301 617
77.75.76.172 - - [05/Apr/2019:20:14:52 +0200] "GET /robots.txt HTTP/1.1" 200 120
77.75.76.172 - - [05/Apr/2019:20:14:52 +0200] "GET /%C3%BCber-uns HTTP/1.1" 301 617
83.228.153.237 - - [05/Apr/2019:20:15:23 +0200] "GET /event-gruppesmartkat.shtml HTTP/1.1" 200 5617
83.228.153.237 - - [05/Apr/2019:20:15:24 +0200] "GET /var/m_0/0d/0dd/12455/7230936-G4_Event_SK_04.jpg HTTP/1.1" 200 87335
83.228.153.237 - - [05/Apr/2019:20:15:24 +0200] "GET /var/m_0/0d/0dd/12455/7230938-G4_Event_SK_06.jpg HTTP/1.1" 200 67404
83.228.153.237 - - [05/Apr/2019:20:15:24 +0200] "GET /var/m_0/0d/0dd/12455/125486-2_Sportkurs.JPG HTTP/1.1" 200 69000
83.228.153.237 - - [05/Apr/2019:20:15:24 +0200] "GET /templates/resellers/7/favicon.ico?v=1553538815 HTTP/1.1" 200 4286
216.244.66.248 - - [05/Apr/2019:20:18:55 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [05/Apr/2019:20:18:55 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [05/Apr/2019:20:18:57 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [05/Apr/2019:20:18:57 +0200] "GET /robots.txt HTTP/1.1" 200 120
46.229.168.134 - - [05/Apr/2019:20:37:04 +0200] "GET /kinder-segelkurs.shtml HTTP/1.1" 200 6061
40.77.167.67 - - [05/Apr/2019:20:54:10 +0200] "GET /pruefungskurs.shtml HTTP/1.1" 200 6681
216.244.66.248 - - [05/Apr/2019:20:55:44 +0200] "GET /var/m_0/0d/0dd/12455/7230936-G4_Event_SK_04.jpg HTTP/1.1" 200 87335
