216.244.66.248 - - [29/Apr/2019:15:39:50 +0200] "GET /gallery/displayimage.php?album=lastup&cat=0&pid=107&slideshow=5000 HTTP/1.1" 404 222
216.244.66.248 - - [29/Apr/2019:15:43:34 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [29/Apr/2019:15:43:49 +0200] "GET /robots.txt HTTP/1.1" 200 120
188.154.86.8 - - [29/Apr/2019:15:51:51 +0200] "GET / HTTP/1.1" 200 7867
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 200 46092
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
188.154.86.8 - - [29/Apr/2019:15:51:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
188.154.86.8 - - [29/Apr/2019:15:51:57 +0200] "GET / HTTP/1.1" 301 617
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /var/m_0/0d/0dd/12455/9564461-Corsaire_Titel.JPG HTTP/1.1" 200 226174
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
188.154.86.8 - - [29/Apr/2019:15:51:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
188.154.86.8 - - [29/Apr/2019:15:52:05 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
188.154.86.8 - - [29/Apr/2019:15:52:05 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
188.154.86.8 - - [29/Apr/2019:15:52:05 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
188.154.86.8 - - [29/Apr/2019:15:52:05 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
188.154.86.8 - - [29/Apr/2019:15:52:06 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
188.154.86.8 - - [29/Apr/2019:15:52:06 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
188.154.86.8 - - [29/Apr/2019:15:52:06 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
188.154.86.8 - - [29/Apr/2019:15:52:06 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
188.154.86.8 - - [29/Apr/2019:15:52:06 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
188.154.86.8 - - [29/Apr/2019:15:52:20 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
188.154.86.8 - - [29/Apr/2019:15:52:20 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
188.154.86.8 - - [29/Apr/2019:15:52:25 +0200] "GET /kurse HTTP/1.1" 200 6397
188.154.86.8 - - [29/Apr/2019:15:52:25 +0200] "GET /var/m_0/0d/0dd/12455/125486-2_Sportkurs.JPG HTTP/1.1" 200 69000
188.154.86.8 - - [29/Apr/2019:15:52:25 +0200] "GET /var/m_0/0d/0dd/12455/125487-3_SKCrashkurs.JPG HTTP/1.1" 200 80503
188.154.86.8 - - [29/Apr/2019:15:52:26 +0200] "GET /var/m_0/0d/0dd/12455/126374-6_Schnupperkurs.JPG HTTP/1.1" 200 53584
188.154.86.8 - - [29/Apr/2019:15:52:33 +0200] "GET /var/m_0/0d/0dd/12455/125485-1_Kinderkurs.JPG HTTP/1.1" 200 64975
188.154.86.8 - - [29/Apr/2019:15:52:33 +0200] "GET /var/m_0/0d/0dd/12455/8010562-7_Plauschsegeln.JPG HTTP/1.1" 200 189182
188.154.86.8 - - [29/Apr/2019:15:52:33 +0200] "GET /var/m_0/0d/0dd/12455/125488-4_Grundkurs.JPG HTTP/1.1" 200 77496
188.154.86.8 - - [29/Apr/2019:15:52:33 +0200] "GET /var/m_0/0d/0dd/12455/125489-5_Pr%C3%BCfungskurs.JPG HTTP/1.1" 200 53669
188.154.86.8 - - [29/Apr/2019:15:53:14 +0200] "GET /segelkurs-jollesmartkat HTTP/1.1" 200 5213
178.197.226.186 - - [29/Apr/2019:15:54:20 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 200 22266
178.197.226.186 - - [29/Apr/2019:15:54:20 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
178.197.226.186 - - [29/Apr/2019:15:54:20 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
178.197.226.186 - - [29/Apr/2019:15:54:21 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
178.197.226.186 - - [29/Apr/2019:15:54:21 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
178.197.226.186 - - [29/Apr/2019:15:54:22 +0200] "GET /templates/resellers/7/favicon.ico?v=1553706560 HTTP/1.1" 200 4286
178.197.226.186 - - [29/Apr/2019:15:54:26 +0200] "GET /kinder-segelkurs HTTP/1.1" 200 5216
178.197.226.186 - - [29/Apr/2019:15:54:26 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
178.197.226.186 - - [29/Apr/2019:15:54:26 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
